displayName,joined,points,tier,totalBronzeMedals,totalGoldMedals,totalMedals,totalSilverMedals
Daniel Yoo,2012-10-01T01:12:55.21Z,3519.0,master,3,1,6,2
Anirudh Raghavan,2014-03-22T00:00:55.157Z,3519.0,expert,1,0,3,2
particlebbq,2013-02-09T06:13:18.12Z,3513.0,expert,1,0,4,3
Sergey Moskvin,2015-05-08T12:48:34.22Z,3512.0,master,0,1,3,2
Li Dong,2016-11-08T03:05:31.067Z,3504.0,expert,0,0,2,2
Sergei Bernadtckii,2016-07-06T11:04:27.077Z,3501.0,expert,1,0,4,3
huangfuzd,2017-04-25T00:53:45.493Z,3500.0,expert,0,0,2,2
Adrian,2017-10-26T16:41:28.427Z,3497.0,expert,1,0,2,1
Kevin,2017-03-13T14:28:56.48Z,3495.0,expert,2,0,3,1
Sang Su Lee,2013-02-21T19:26:14.347Z,3490.0,master,1,1,5,3
Mungos,2017-10-16T12:31:36.483Z,3490.0,expert,1,0,2,1
goodman,2015-07-01T08:27:14.403Z,3488.0,expert,3,0,4,1
srinike,2016-02-06T17:56:11.287Z,3486.0,expert,2,0,2,0
Kenneth Lim,2015-08-30T12:31:36.373Z,3430.0,expert,1,0,2,1
mle,2014-12-06T12:30:10.613Z,3429.0,expert,2,0,3,1
quentin.y,2015-01-19T16:08:28.73Z,3429.0,master,2,1,5,2
Vlad Teodorescu,2015-04-14T10:49:23.697Z,3429.0,expert,0,0,6,6
pekinois,2015-01-16T13:00:03.38Z,3425.0,master,2,1,5,2
Rafał Jankowski,2016-10-14T14:09:33.403Z,3423.0,expert,2,0,2,0
Zhaoyu,2016-10-20T02:12:15Z,3420.0,expert,2,0,3,1
Ramanjot Bhatia,2013-04-17T18:37:31.647Z,3419.0,expert,2,0,4,2
Alexander Konshin,2016-03-07T22:10:45.347Z,3418.0,expert,2,0,2,0
yYaMamoto,2014-02-27T05:54:33.923Z,3417.0,expert,1,0,2,1
JoshAsh,2016-01-25T07:34:38.047Z,3415.0,expert,1,0,3,2
Janek,2012-06-16T13:24:23.837Z,3414.0,master,0,1,4,3
Alper Baspinar,2017-02-20T14:10:18.577Z,3413.0,expert,1,0,3,2
remidi,2015-10-19T08:57:03.233Z,3411.0,expert,1,0,2,1
Pierre-Chaville,2015-04-26T13:32:17.997Z,3406.0,expert,2,0,4,2
Emil Kayumov,2014-10-10T16:50:42.783Z,3405.0,expert,2,0,4,2
Luke Plewa,2014-08-22T22:46:15.53Z,3400.0,expert,3,0,4,1
clzsanjose,2017-06-22T19:54:31.977Z,3397.0,expert,3,0,4,1
Xingzhong Du,2012-04-27T02:50:19.49Z,3395.0,expert,3,0,3,0
xiao ,2016-11-01T07:26:51.363Z,3394.0,expert,0,0,2,2
Charlie Tang,2010-08-19T04:40:54Z,3393.0,grandmaster,1,5,10,4
Yang Lin,2017-04-04T19:08:45.31Z,3391.0,expert,2,0,3,1
John Dunavent,2010-08-27T11:40:47Z,3389.0,master,1,2,4,1
Jason Liu,2016-09-07T14:52:47.29Z,3385.0,expert,1,0,3,2
Soonhwan Kwon,2014-03-13T06:12:38.57Z,3384.0,expert,2,0,3,1
deltap,2014-06-30T16:27:37.36Z,3383.0,expert,3,0,7,4
Marcelo Tamashiro,2017-09-18T20:24:10.523Z,3379.0,expert,1,0,2,1
Patrick Blackwill,2014-03-17T15:34:51.997Z,3377.0,expert,0,0,5,5
RobertColeman,2016-09-20T02:50:44.547Z,3376.0,expert,2,0,2,0
zxie,2014-08-07T18:52:52.15Z,3373.0,expert,3,0,3,0
Bikash Agrawal,2014-09-29T09:59:37.697Z,3371.0,expert,1,0,3,2
Vineeth Bhaskara,2015-12-20T05:21:40.247Z,3370.0,expert,3,0,4,1
Joel Lee,2014-10-09T03:02:59.137Z,3361.0,expert,1,0,2,1
square7,2015-02-16T20:35:49.19Z,3360.0,master,0,1,3,2
Road To Reality,2016-02-04T13:18:40.083Z,3358.0,expert,1,0,3,2
Akarsh Raj,2017-06-26T11:10:06.493Z,3356.0,expert,2,0,2,0
octonion,2011-11-29T17:18:48.153Z,3355.0,expert,1,0,2,1
NikitaButakov,2017-03-10T01:03:01.033Z,3355.0,expert,2,0,2,0
Daniel Sánchez,2016-04-24T15:11:09.67Z,3349.0,expert,0,0,2,2
CrazyBoy,2015-03-03T03:16:11.963Z,3341.0,expert,1,0,2,1
ArshjotKhehra,2015-08-06T16:30:41.29Z,3341.0,expert,0,0,2,2
Oleg,2015-02-16T16:04:51.477Z,3336.0,expert,1,0,2,1
wudiliang,2017-12-13T02:27:33.993Z,3336.0,expert,0,0,2,2
Christian Kiss-Tóth,2013-08-26T22:30:48.227Z,3334.0,master,0,1,3,2
Denis,2018-01-09T18:27:35.653Z,3330.0,expert,0,0,2,2
Ricardo Luján,2016-11-01T12:06:48.937Z,3327.0,expert,0,0,2,2
Yu Cheng,2017-03-24T15:12:13.867Z,3325.0,expert,0,0,2,2
yongyong,2014-11-03T08:27:22.373Z,3323.0,expert,0,0,2,2
Alex Zveryansky,2015-05-11T20:42:54.983Z,3322.0,expert,2,0,3,1
Kris Kasidit Methajarunon,2013-08-14T06:52:00.383Z,3319.0,expert,1,0,5,4
YudaiUshiro,2016-03-28T01:20:33.413Z,3312.0,expert,0,0,2,2
Adam Harasimowicz,2014-04-27T11:27:03.857Z,3311.0,expert,2,0,8,6
Dean McKee,2012-10-26T21:42:51.023Z,3310.0,master,1,1,5,3
Neil Summers,2013-11-24T15:42:56.453Z,3310.0,master,3,2,7,2
XiaokangWang,2016-09-12T22:12:04.947Z,3309.0,expert,1,0,2,1
Alexandra Yakunina,2016-05-04T14:16:28.14Z,3308.0,expert,1,0,2,1
hoi,2014-02-02T15:43:38.073Z,3301.0,expert,0,0,2,2
nernst,2015-05-05T01:51:22.487Z,3301.0,expert,3,0,3,0
Wind Bear,2010-08-25T18:51:03Z,3299.0,expert,3,0,5,2
WarBean,2013-11-29T03:08:57.273Z,3298.0,expert,1,1,2,0
bangda,2017-06-12T03:03:06.353Z,3295.0,expert,1,0,2,1
kevinli0918,2016-04-11T04:28:35.973Z,3291.0,expert,3,1,4,0
jk_fr,2013-03-22T01:23:22.453Z,3289.0,expert,1,0,4,3
Abdelrahman Saud,2015-07-07T21:53:13.803Z,3289.0,expert,2,0,2,0
xiumugengmu,2017-07-20T14:55:41.593Z,3285.0,expert,0,0,2,2
Michael Ibrahim,2012-05-14T06:38:13.14Z,3284.0,expert,1,0,2,1
Adil,2012-08-15T13:50:53.927Z,3283.0,expert,3,1,4,0
mANDy,2014-03-23T07:31:14.3Z,3282.0,expert,2,0,3,1
Buus,2016-09-16T12:13:42.183Z,3282.0,expert,0,0,2,2
Anurag,2016-10-08T04:48:53.437Z,3281.0,expert,2,0,3,1
Adarsh Chavakula,2014-04-03T18:59:08.597Z,3277.0,expert,1,0,3,2
KimoonF,2017-12-06T03:47:46.453Z,3276.0,expert,1,0,2,1
wallyCH46,2014-12-22T14:15:01.297Z,3273.0,expert,0,0,4,4
shiwei liu,2017-06-20T03:41:43.647Z,3266.0,expert,2,0,2,0
Vlado Boza,2011-11-17T13:30:40.637Z,3265.0,master,3,4,9,2
airxiechao,2015-09-29T03:07:35.93Z,3261.0,expert,0,0,2,2
Tim Anderton,2014-02-02T02:20:49.94Z,3259.0,expert,2,0,2,0
GP,2015-02-17T22:48:52.417Z,3258.0,expert,2,0,2,0
z_fuller,2015-08-17T00:34:02.937Z,3256.0,expert,1,0,2,1
ruai,2011-07-09T15:30:35.577Z,3253.0,expert,6,0,12,6
Tian Zhou,2014-02-26T20:28:26.37Z,3251.0,master,0,1,5,4
shinji suzuki,2017-09-04T05:30:28.19Z,3247.0,expert,1,0,2,1
AlexeyStolyar,2015-10-10T17:32:07.917Z,3246.0,expert,2,0,4,2
Jeffrey,2013-04-07T14:34:31.883Z,3240.0,master,1,3,5,1
vbk,2012-03-15T18:50:26.327Z,3239.0,expert,3,0,4,1
Analytics Insight,2015-12-04T12:27:33.3Z,3238.0,expert,2,1,4,1
Max,2014-02-01T13:50:42.34Z,3235.0,expert,1,1,2,0
AlvinZhu,2016-10-09T02:28:58.98Z,3233.0,expert,1,0,2,1
Scott Thompson,2011-01-26T23:41:57Z,3232.0,expert,5,0,6,1
Aljaž,2017-05-12T16:08:17.013Z,3224.0,expert,1,0,2,1
shail,2013-04-23T03:31:15.503Z,3222.0,master,2,2,6,2
Citril,2014-12-28T00:01:57.72Z,3218.0,expert,0,0,3,3
Izmaylov Konstantin,2012-11-02T09:37:16.49Z,3217.0,expert,1,0,2,1
Diego,2014-08-13T15:12:13.357Z,3214.0,expert,2,0,3,1
chicm,2016-08-27T01:50:37.487Z,3214.0,expert,2,0,2,0
Daft Vader,2017-04-14T13:50:25.693Z,3213.0,expert,3,0,4,1
social outcast,2015-03-21T10:21:10.77Z,3208.0,expert,3,0,4,1
amaotone,2017-07-29T10:40:39.957Z,3205.0,expert,1,0,2,1
Jiming Ye,2014-12-06T15:33:53.327Z,3202.0,expert,3,0,8,5
sagol,2016-02-11T11:28:15.207Z,3202.0,expert,0,0,2,2
Sami33,2014-11-20T12:24:47.86Z,3200.0,expert,1,0,2,1
Thomas Hepner,2013-08-18T05:20:20.167Z,3199.0,expert,6,0,7,1
Shawn,2011-08-10T15:19:54.853Z,3191.0,expert,1,0,2,1
ma2afify,2014-12-09T09:44:38.413Z,3189.0,expert,6,0,8,2
Gurupad S. Hegde,2010-07-20T20:40:07Z,3187.0,expert,1,1,3,1
Jarek,2015-06-05T13:07:27.64Z,3181.0,expert,1,0,2,1
Dmitry Andreev,2017-04-27T10:51:29.207Z,3178.0,expert,0,0,2,2
Pavel Boyko,2017-05-05T20:16:05.95Z,3178.0,expert,0,0,2,2
Alchemist,2012-11-01T20:02:30.96Z,3176.0,expert,3,0,5,2
mechatroner,2011-10-08T08:58:06.087Z,3175.0,master,2,1,4,1
Jegs,2015-09-04T15:46:20.4Z,3169.0,expert,0,1,2,1
Guido Zuidhof,2015-02-06T16:07:05.03Z,3167.0,master,1,2,3,0
JulienAudibert,2016-09-30T12:04:51.38Z,3165.0,expert,2,0,2,0
Md Yasin Kabir,2017-10-17T16:26:13.807Z,3158.0,expert,2,0,3,1
riSun,2015-11-30T11:11:53.86Z,3155.0,expert,0,0,2,2
vwood,2015-09-02T08:05:40.24Z,3149.0,master,1,1,3,1
Pietro Marini,2012-06-10T14:21:52.66Z,3145.0,expert,7,0,9,2
lzwhite,2013-06-28T11:01:13.05Z,3145.0,expert,2,0,2,0
Mohita,2016-09-02T03:15:50.633Z,3141.0,expert,1,0,2,1
karimo,2015-01-15T23:16:57.56Z,3139.0,expert,1,0,3,2
Chase the Trane,2017-01-10T16:28:53.2Z,3136.0,expert,1,0,2,1
statlearning,2012-03-05T16:59:58.617Z,3132.0,expert,4,0,6,2
Jordan Gumm,2013-12-15T00:50:06.667Z,3128.0,expert,1,0,2,1
hellozeyu,2015-07-04T00:03:57.777Z,3127.0,expert,2,0,3,1
Sandiago,2017-07-02T07:25:53.583Z,3126.0,expert,0,0,2,2
Vignesh,2015-07-16T12:57:34.397Z,3125.0,expert,0,0,2,2
ZhengHang,2017-04-16T02:51:53.66Z,3123.0,expert,1,0,2,1
lpigou,2014-03-18T15:02:19.32Z,3120.0,expert,0,2,2,0
石阳,2016-07-14T13:56:44.027Z,3120.0,expert,0,1,2,1
hothHowler,2014-05-26T02:06:21.6Z,3116.0,expert,6,0,7,1
Deadshot,2014-11-14T00:11:43.963Z,3114.0,expert,3,0,4,1
hx364,2014-05-03T19:43:54.177Z,3111.0,expert,3,0,5,2
Hiroyuki,2014-03-21T07:33:30.023Z,3110.0,expert,1,0,5,4
Denis Tsitko,2014-01-14T19:21:28.603Z,3108.0,expert,2,0,3,1
Pengyu_He,2017-03-04T16:40:39.547Z,3108.0,expert,2,0,3,1
Haozhen,2015-08-06T16:05:48.467Z,3106.0,expert,0,1,2,1
Dennis Svedberg,2017-05-14T20:15:55.533Z,3105.0,expert,2,0,3,1
Dorukhan Afacan,2017-02-20T15:13:27.52Z,3101.0,expert,1,0,3,2
Maciej Mazur,2013-11-20T15:10:21.66Z,3093.0,expert,1,0,2,1
Liang,2016-08-11T04:20:35.877Z,3093.0,expert,1,1,3,1
Here to discover,2014-12-10T18:37:35.647Z,3091.0,expert,1,0,2,1
qqilihq,2014-01-12T11:22:02.12Z,3088.0,expert,1,0,3,2
kAI,2015-05-22T07:49:02.363Z,3080.0,expert,2,0,4,2
Rongting Zhang,2016-02-17T21:17:02.603Z,3076.0,expert,0,1,2,1
B Yang,2010-11-12T07:40:25Z,3074.0,grandmaster,4,5,15,6
Hoang Duong,2013-11-15T20:34:49.597Z,3073.0,master,0,1,2,1
marian,2014-07-09T03:30:48.89Z,3073.0,master,1,1,5,3
C_C,2017-11-22T02:34:44.953Z,3073.0,expert,0,0,2,2
Ma Zhihong,2016-12-10T08:29:47.787Z,3072.0,expert,0,0,2,2
BenCopeland,2016-04-22T18:49:11.027Z,3068.0,expert,1,0,2,1
kevin:),2016-01-07T15:19:49.557Z,3065.0,expert,2,0,3,1
Ming,2016-11-09T21:06:00.707Z,3061.0,expert,1,0,2,1
Zichen Wang,2013-07-27T23:13:00.187Z,3059.0,expert,4,0,8,4
Eugene Sidorov,2014-10-27T19:50:00.383Z,3058.0,expert,5,0,7,2
richinmind,2017-12-05T22:06:25.593Z,3052.0,expert,3,0,4,1
Abdel (Casa),2017-10-11T21:14:53.033Z,3051.0,expert,2,0,3,1
NikitaLukashev,2015-11-11T17:48:08.427Z,3047.0,expert,1,0,3,2
Ali,2016-04-15T12:07:47.24Z,3047.0,expert,0,0,3,3
Sparse Woodman,2015-07-23T15:19:03.83Z,3045.0,expert,1,0,2,1
MotJuMi,2017-01-02T19:08:17.153Z,3044.0,expert,1,0,2,1
Ravi Chandibhamar,2013-02-15T15:57:17.393Z,3039.0,expert,2,0,2,0
Ilya Ezepov,2014-12-27T14:27:25.47Z,3034.0,expert,1,0,3,2
dingyang,2016-02-19T08:50:15.153Z,3033.0,expert,0,0,2,2
Insearch,2012-11-08T21:33:05.403Z,3030.0,expert,2,0,2,0
梁赋航,2012-02-13T09:01:58.56Z,3027.0,expert,0,0,2,2
lewis,2014-07-23T14:00:40.017Z,3026.0,expert,4,0,9,5
Aleksandr Meshkov,2015-04-18T21:29:29.32Z,3026.0,expert,4,0,6,2
Mikhail Karchevskiy,2016-04-14T14:26:24.84Z,3023.0,expert,2,0,3,1
Dmitry Petrov,2014-09-04T13:08:35.447Z,3021.0,expert,1,0,3,2
Maggie Zhou,2014-01-20T15:43:30.61Z,3020.0,expert,3,0,4,1
CL,2014-12-15T21:52:07.187Z,3018.0,expert,2,0,2,0
s-kage,2016-10-24T05:41:52.773Z,3018.0,expert,1,1,2,0
Justin Yang,2016-03-07T13:29:51.333Z,3017.0,expert,1,0,2,1
Deep,2014-12-17T22:19:44.57Z,3012.0,expert,5,1,6,0
Sun ZhiHao,2018-01-17T10:28:47.907Z,3008.0,expert,0,0,2,2
FuLin,2015-11-13T23:19:43.2Z,3006.0,expert,0,0,2,2
Erik,2012-12-14T16:24:28.837Z,3005.0,expert,3,0,3,0
Vincent Firmansyah,2014-08-13T07:47:13.517Z,3005.0,master,2,1,5,2
Rajesh Shreedhar,2014-11-14T09:54:11.907Z,3005.0,expert,0,0,2,2
Soumitra Agarwal,2015-01-06T08:40:54.057Z,3003.0,expert,1,0,3,2
SweeRoty,2014-02-19T02:01:03.917Z,3002.0,expert,1,0,4,3
Richard Giles,2013-06-08T13:12:43.153Z,3001.0,expert,1,0,2,1
shanzg,2017-08-23T01:59:14.627Z,3001.0,expert,2,0,3,1
Eliot Barril,2016-03-02T13:11:22.267Z,2999.0,expert,2,0,3,1
Egor Lakomkin,2012-09-09T15:03:02.997Z,2998.0,expert,2,0,4,2
Amine Benhalloum,2014-02-27T14:12:44.63Z,2998.0,expert,4,0,8,4
hungk20,2013-10-10T14:51:02.963Z,2997.0,expert,1,1,3,1
heavenmarshal,2014-05-22T01:18:46.65Z,2996.0,expert,1,0,2,1
vtKMH,2012-09-12T15:31:21.867Z,2995.0,expert,1,0,7,6
Deargen,2015-07-28T06:03:43.753Z,2994.0,expert,0,0,2,2
earino,2012-06-05T23:07:37.237Z,2991.0,expert,4,0,5,1
Garrett Teoh Hor Keong,2015-06-30T04:25:10.683Z,2990.0,master,2,1,6,3
Adrien,2014-05-11T15:50:23.787Z,2989.0,master,2,1,7,4
Andrey Chursov,2015-06-07T15:04:28.647Z,2974.0,expert,2,0,2,0
Nikolay,2014-09-17T10:39:09.907Z,2973.0,expert,1,0,2,1
Bogdan Melnik,2014-03-06T14:04:59.78Z,2969.0,expert,1,0,3,2
nash,2016-04-04T20:45:13.333Z,2969.0,expert,1,1,2,0
Serhii,2013-10-21T11:21:30.747Z,2967.0,expert,6,0,8,2
cyb70289,2016-11-14T12:35:06.59Z,2966.0,expert,1,0,2,1
ajnisbet,2011-11-05T00:48:16.267Z,2964.0,expert,1,0,3,2
jesting.pilate,2015-06-17T08:14:37.837Z,2963.0,expert,2,0,2,0
Jackling_Gu,2016-09-02T01:34:30.013Z,2963.0,expert,1,0,2,1
Ada Adamczak,2013-01-01T22:53:42.363Z,2962.0,expert,1,1,2,0
AmanKapoor,2015-10-28T19:29:39.767Z,2962.0,expert,4,0,4,0
Sabine Matthys,2015-08-24T12:56:51.547Z,2960.0,expert,1,0,4,3
Ilyas Potamitis,2013-02-10T15:15:07.367Z,2957.0,master,1,2,7,4
Miras Amir,2015-09-05T16:07:34.633Z,2954.0,expert,0,0,2,2
Meiyi PAN,2017-04-23T13:02:02.007Z,2950.0,expert,1,0,2,1
Peter T,2016-01-19T11:08:23.133Z,2949.0,expert,0,1,2,1
c_ozbek,2016-04-14T18:39:11.14Z,2942.0,expert,1,0,2,1
A shrubbery,2013-09-04T22:28:37.72Z,2941.0,expert,2,0,3,1
Dezso Ribli,2015-11-17T12:41:07.557Z,2938.0,expert,2,0,4,2
mrlzla,2015-10-18T22:41:41.843Z,2933.0,expert,0,0,2,2
Vasily Toropov,2017-10-03T22:10:01.473Z,2929.0,expert,1,0,2,1
bobbqe,2017-04-02T07:06:02.173Z,2925.0,expert,3,0,3,0
Grudniu.K,2015-04-11T20:27:16.527Z,2924.0,expert,1,0,4,3
snapperwiffer,2014-08-31T15:27:17.223Z,2921.0,expert,2,0,2,0
brisker,2016-02-26T06:54:41.953Z,2921.0,expert,0,0,2,2
AI.Zhang,2017-04-04T05:52:11.807Z,2921.0,expert,0,0,2,2
Gauss,2011-08-01T10:37:32.81Z,2920.0,master,3,4,14,7
kambarakun,2014-12-22T18:41:14.13Z,2920.0,expert,2,0,2,0
R2of20,2016-02-13T08:52:07.987Z,2918.0,expert,0,1,2,1
NikasVasilis,2015-08-14T13:42:26.087Z,2914.0,expert,1,0,3,2
AdamGatnar,2015-08-10T16:02:11.563Z,2913.0,expert,2,0,2,0
Mark Popov,2016-12-20T19:32:26.73Z,2910.0,expert,1,0,2,1
Aysen Tatarinov,2013-02-26T02:46:33.413Z,2908.0,master,4,1,10,5
Florian Simond,2015-03-05T13:35:12.607Z,2907.0,master,2,1,5,2
kipa,2012-03-14T16:30:08.203Z,2903.0,expert,0,1,2,1
vrsb,2017-01-30T18:41:36.39Z,2899.0,expert,2,0,2,0
Sanjayan PS,2016-12-13T08:11:19.157Z,2897.0,expert,1,0,2,1
Eric Bouteillon,2017-07-22T20:32:53.723Z,2897.0,expert,1,0,2,1
Yantraguru,2015-04-28T08:12:18.107Z,2895.0,expert,4,0,4,0
Artem Grachev,2014-06-22T18:38:58.69Z,2893.0,expert,1,1,2,0
FredTony,2016-06-20T20:20:35.797Z,2891.0,expert,2,1,3,0
nai2283,2016-09-24T07:35:01.07Z,2891.0,expert,1,0,2,1
Andrey Shapulin,2014-08-28T18:49:47.11Z,2888.0,master,2,1,5,2
tkw,2010-06-24T17:52:29Z,2885.0,expert,2,0,8,6
Philipp Spachtholz,2017-02-28T16:38:22.303Z,2882.0,expert,0,0,2,2
Reuben Li,2011-12-15T06:04:45.977Z,2881.0,expert,2,0,2,0
eigenvector,2012-04-26T02:25:10.567Z,2879.0,expert,2,0,3,1
Zane Lim,2014-09-28T09:29:21.447Z,2878.0,expert,2,0,4,2
bluesky,2012-05-05T10:35:13.94Z,2877.0,expert,4,0,7,3
Alejandro Simkievich,2014-02-08T22:17:41.63Z,2877.0,master,1,1,6,4
Ferris,2015-03-29T09:47:39Z,2875.0,master,2,1,4,1
zillerxi,2016-05-09T11:45:43.863Z,2874.0,master,1,1,4,2
er9213,2016-07-19T12:51:20.627Z,2870.0,expert,1,0,2,1
Jeremy Howard,2010-10-13T11:27:15Z,2866.0,grandmaster,0,5,7,2
Martin Martin,2013-08-22T21:52:53.503Z,2865.0,master,1,2,7,4
ibra,2015-04-01T08:04:14.823Z,2863.0,expert,4,0,6,2
Gal Oshri,2016-01-22T03:08:37.15Z,2861.0,expert,0,0,3,3
NavdeepGill,2015-09-20T17:31:52.187Z,2857.0,expert,2,0,2,0
Arsenal,2015-09-03T21:00:33.787Z,2856.0,expert,1,0,2,1
Steven Du,2014-08-13T11:10:40.957Z,2855.0,expert,1,0,3,2
Adam W,2015-02-10T10:02:55.91Z,2855.0,expert,1,0,2,1
Ivan,2016-10-27T13:30:44Z,2853.0,expert,3,0,3,0
jb,2011-06-02T14:11:06.24Z,2845.0,expert,2,0,5,3
Ed Rushton,2014-03-31T10:15:15.293Z,2845.0,expert,2,0,2,0
Harw,2012-11-26T02:20:28.257Z,2844.0,expert,2,0,3,1
Basilisk,2014-12-04T03:31:24.55Z,2843.0,expert,0,0,2,2
Ivanochkin_Alexander,2016-04-05T18:42:43.637Z,2834.0,expert,0,0,2,2
datanewbird,2017-10-25T03:46:03.27Z,2832.0,expert,2,0,3,1
Binomka,2012-12-05T20:58:50.733Z,2831.0,expert,2,0,4,2
Blue Light,2015-10-29T12:31:56.357Z,2831.0,expert,1,1,2,0
Alexander Kuznetsov,2012-08-27T16:31:29.097Z,2826.0,master,2,1,5,2
xBuDer,2017-05-30T09:17:25.713Z,2817.0,expert,0,0,2,2
Zveroloff,2015-06-23T09:34:08.067Z,2816.0,expert,1,0,2,1
jeremypmobley,2012-09-23T08:59:50.187Z,2814.0,expert,2,0,3,1
viredery,2017-01-05T08:06:50.14Z,2807.0,expert,0,0,3,3
marugari,2011-12-31T16:53:12.803Z,2804.0,expert,3,0,8,5
Nian,2014-04-11T16:55:25.38Z,2804.0,expert,1,0,7,6
Arcady27,2014-09-11T16:23:56.873Z,2802.0,expert,2,0,3,1
Mad Jack,2014-05-21T15:53:23.48Z,2801.0,expert,5,0,5,0
Eric Couto,2013-06-11T00:10:08.127Z,2800.0,expert,1,0,2,1
LionLing,2016-12-23T01:03:35.557Z,2800.0,expert,1,0,2,1
Han Yu,2016-03-13T02:32:04.813Z,2798.0,expert,2,0,4,2
飞奔的啦啦啦,2018-01-17T15:32:30.17Z,2796.0,expert,0,0,2,2
kissnz,2016-05-17T00:09:48.85Z,2795.0,expert,0,1,2,1
Charles,2012-04-20T09:37:10.813Z,2794.0,expert,2,0,5,3
Obiwen,2016-06-21T12:42:45.483Z,2794.0,expert,0,0,4,4
NKS,2017-09-08T10:51:13.947Z,2793.0,expert,2,0,2,0
Sergey,2010-11-24T05:25:13Z,2792.0,grandmaster,2,6,15,7
Feifei Yu,2015-06-12T17:49:36.62Z,2787.0,expert,1,0,5,4
slaweks,2014-09-17T16:27:09.75Z,2781.0,expert,1,0,2,1
Opher Lieber,2017-10-06T20:19:03.47Z,2781.0,expert,1,0,2,1
Jianbo Ye,2011-11-23T07:51:32.217Z,2775.0,expert,0,1,2,1
Jojo Boulix,2015-01-06T10:41:09.78Z,2774.0,master,2,2,5,1
Mikhail Chesnokov,2016-04-16T09:20:31.637Z,2773.0,expert,1,0,2,1
QuantScientist,2016-07-04T06:39:25.757Z,2769.0,expert,1,0,2,1
Mr. Kimmo,2011-04-20T20:28:25.963Z,2767.0,expert,5,0,7,2
ehk116,2012-03-05T05:32:06.17Z,2766.0,expert,2,0,4,2
ITankoyeu,2013-03-01T10:41:01.603Z,2763.0,expert,4,0,6,2
labh111349,2015-03-03T03:43:00.617Z,2762.0,expert,1,0,2,1
George,2015-10-13T11:24:51.457Z,2760.0,expert,1,0,2,1
Ivan Romanov,2017-03-16T21:21:57.843Z,2759.0,expert,1,0,2,1
ahaldenby,2012-05-14T02:18:53.343Z,2751.0,master,2,1,8,5
Gerold Scheunemann,2012-03-06T08:50:57.573Z,2745.0,master,0,1,2,1
BenGurion,2015-03-22T19:55:52.47Z,2745.0,expert,2,0,4,2
smiler,2011-12-21T15:24:09.677Z,2740.0,expert,0,0,5,5
Vasily Ryazanov,2013-10-04T20:07:09.76Z,2740.0,expert,0,0,2,2
Aakansh,2013-01-20T09:45:10.477Z,2738.0,expert,1,0,4,3
@utopilot,2013-01-31T18:47:50.013Z,2735.0,master,1,2,4,1
Ricky Chou,2014-06-11T09:45:24.16Z,2731.0,expert,3,1,5,1
Kareem Eissa,2015-06-29T20:44:44.693Z,2731.0,expert,2,0,3,1
ɴicoʟɑsʜeʀʀan,2016-05-24T14:52:04.747Z,2730.0,expert,2,0,2,0
Timothee Henry,2013-09-24T08:16:49.013Z,2729.0,master,1,1,4,2
Gustavo,2015-05-31T14:08:50.697Z,2728.0,expert,1,0,2,1
Alex Sergeev,2014-10-25T02:20:53.86Z,2727.0,expert,1,0,3,2
NighTurs,2015-03-10T18:50:25.517Z,2727.0,expert,1,0,3,2
WenwuTao,2016-10-31T08:48:41.133Z,2724.0,expert,0,0,2,2
Dang-Khoa Le Tan,2015-05-28T18:35:29.75Z,2723.0,expert,1,0,2,1
Saurabh Gupta,2016-06-27T07:59:34.017Z,2717.0,expert,1,0,2,1
Sashikanth Dareddy,2011-02-26T18:47:32Z,2716.0,expert,7,1,9,1
Wei Zheng,2017-10-11T13:30:32.177Z,2715.0,expert,2,0,2,0
Jerry Sing,2016-12-08T05:29:51.807Z,2711.0,expert,0,0,2,2
Benjamin Minixhofer,2017-01-18T20:38:28.23Z,2711.0,expert,2,0,2,0
Rishab Gargeya,2014-08-03T15:45:14.817Z,2709.0,expert,1,0,2,1
NaidenovAleksei,2015-10-23T15:11:51.947Z,2705.0,expert,0,1,2,1
vk.net,2012-06-14T23:38:24.777Z,2702.0,expert,4,1,6,1
terence,2017-08-23T04:43:56.993Z,2700.0,expert,0,0,2,2
MarDo,2014-04-24T21:51:10.667Z,2698.0,expert,3,1,5,1
Chris Maki,2014-07-29T00:10:22.997Z,2695.0,expert,1,0,3,2
Frank Schilder,2010-12-01T15:16:09Z,2694.0,expert,1,0,4,3
apgeorg,2016-09-29T16:42:37.413Z,2691.0,expert,0,0,3,3
Xavier_lin,2016-04-01T08:41:27.597Z,2690.0,expert,0,0,2,2
liubieqian,2016-05-17T18:53:11.187Z,2682.0,expert,3,0,3,0
Hüsnü Şensoy,2014-09-03T13:47:00.513Z,2680.0,expert,1,0,3,2
Chih-Ming,2012-04-27T05:27:05.78Z,2676.0,expert,6,0,8,2
Artur,2014-12-09T22:06:26.887Z,2675.0,expert,0,0,3,3
Ulysse31,2018-02-15T13:17:48.347Z,2674.0,expert,2,0,2,0
KarimAmer,2014-08-01T20:27:53.993Z,2672.0,expert,2,0,3,1
Josh Stone,2015-01-26T23:06:08.73Z,2672.0,expert,3,0,5,2
Mikhail Yakovlev,2015-12-10T07:09:32.163Z,2672.0,expert,3,0,3,0
Alexander Lifanov,2017-03-18T21:33:00.97Z,2670.0,expert,1,0,2,1
ObkNik,2016-04-07T13:48:45.11Z,2669.0,expert,1,0,2,1
ArtemS,2017-04-28T10:19:36.603Z,2666.0,expert,0,0,2,2
